problem_id,num_plans,num_codes_per_plan,total_codes,total_passed_codes,overall_code_pass_rate,mean_q_binary,best_q_binary,min_q_binary,best_mean_gap_binary,between_plan_var_binary,best_plan_index_binary,mean_q_tpr,best_q_tpr,min_q_tpr,best_mean_gap_tpr,between_plan_var_tpr,best_plan_index_tpr,num_plans_any_pass,num_plans_ge_050,num_plans_ge_075,num_plans_eq_100,any_pass_nxm,any_plan_usable,any_stable_050,any_stable_075,any_stable_100,binary_profile,q_binary_profile,q_tpr_profile
deepcoder_taco_00377,8,4,32,1,0.03125,0.03125,0.25,0.0,0.21875,0.0068359375,7,0.171875,0.375,0.0,0.203125,0.012255859375,5,1,0,0,0,1,1,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 1/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.2500,0.1000 | 0.2250 | 0.0000 | 0.1000 | 0.2250 | 0.3750 | 0.1000 | 0.2500
deepcoder_taco_00020,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00625,0.05,0.0,0.043750000000000004,0.0002734375,2,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0500 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000
deepcoder_taco_00231,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.05,0.2,0.0,0.15000000000000002,0.005000000000000001,5,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.1000 | 0.1000 | 0.0000 | 0.0000 | 0.2000 | 0.0000 | 0.0000
deepcoder_taco_00001,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003125,0.025,0.0,0.021875000000000002,6.8359375e-05,5,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0250 | 0.0000 | 0.0000
deepcoder_taco_00044,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000
deepcoder_taco_00330,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.153125,0.30000000000000004,0.025,0.14687500000000003,0.010068359375000002,6,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.1250 | 0.0750 | 0.0250 | 0.2750 | 0.2000 | 0.2000 | 0.3000 | 0.0250
deepcoder_taco_00564,8,4,32,11,0.34375,0.34375,1.0,0.0,0.65625,0.0927734375,0,0.54375,1.0,0.35,0.45625000000000004,0.0377734375,0,6,3,1,1,1,1,1,1,1,4/4 | 1/4 | 1/4 | 2/4 | 2/4 | 0/4 | 1/4 | 0/4,1.0000 | 0.2500 | 0.2500 | 0.5000 | 0.5000 | 0.0000 | 0.2500 | 0.0000,1.0000 | 0.4500 | 0.5500 | 0.6000 | 0.6000 | 0.4000 | 0.3500 | 0.4000
deepcoder_taco_00280,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000
deepcoder_taco_00581,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.00625,0.05,0.0,0.043750000000000004,0.0002734375,4,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0500 | 0.0000 | 0.0000 | 0.0000
deepcoder_taco_01030,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000
deepcoder_taco_00822,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0125,0.1,0.0,0.08750000000000001,0.00109375,1,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.1000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000
deepcoder_taco_01025,8,4,32,4,0.125,0.125,0.5,0.0,0.375,0.03125,1,0.2375,0.75,0.0,0.5125,0.05984375,1,3,1,0,0,1,1,1,0,0,0/4 | 2/4 | 1/4 | 1/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.5000 | 0.2500 | 0.2500 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.7500 | 0.2500 | 0.4500 | 0.2000 | 0.0000 | 0.0000 | 0.2500
deepcoder_taco_00088,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000
deepcoder_taco_01049,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.096875,0.22499999999999998,0.0,0.128125,0.0035058593749999994,1,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.1000 | 0.2250 | 0.1000 | 0.0500 | 0.0000 | 0.1000 | 0.1000 | 0.1000
deepcoder_taco_00909,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.028125,0.05,0.0,0.021875000000000002,0.000537109375,2,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0500 | 0.0500 | 0.0500 | 0.0250 | 0.0500 | 0.0000
deepcoder_taco_00583,8,4,32,2,0.0625,0.0625,0.25,0.0,0.1875,0.01171875,3,0.065625,0.25,0.0,0.184375,0.011396484375,3,2,0,0,0,1,1,0,0,0,0/4 | 0/4 | 0/4 | 1/4 | 0/4 | 0/4 | 0/4 | 1/4,0.0000 | 0.0000 | 0.0000 | 0.2500 | 0.0000 | 0.0000 | 0.0000 | 0.2500,0.0000 | 0.0000 | 0.0000 | 0.2500 | 0.0000 | 0.0250 | 0.0000 | 0.2500
deepcoder_taco_00203,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000
deepcoder_taco_00967,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18125,0.55,0.0,0.36875,0.0330859375,3,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.3000 | 0.1500 | 0.3000 | 0.5500 | 0.0000 | 0.1500 | 0.0000 | 0.0000
deepcoder_taco_00229,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.11250000000000002,0.2,0.0,0.0875,0.0054687500000000005,0,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.2000 | 0.1000 | 0.1500 | 0.1500 | 0.0000 | 0.0000 | 0.2000 | 0.1000
deepcoder_taco_00881,8,4,32,1,0.03125,0.03125,0.25,0.0,0.21875,0.0068359375,5,0.45625000000000004,0.7000000000000001,0.275,0.24375000000000002,0.0187109375,4,1,0,0,0,1,1,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 1/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.2500 | 0.0000 | 0.0000,0.2750 | 0.4750 | 0.4000 | 0.4500 | 0.7000 | 0.6250 | 0.3000 | 0.4250
deepcoder_taco_01047,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.159375,0.5,0.0,0.340625,0.026552734375,0,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.5000 | 0.0000 | 0.0500 | 0.0500 | 0.0000 | 0.1750 | 0.2000 | 0.3000
deepcoder_taco_00334,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0125,0.075,0.0,0.0625,0.000625,7,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0250 | 0.0000 | 0.0750
deepcoder_taco_00617,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000
deepcoder_taco_00030,8,4,32,4,0.125,0.125,0.25,0.0,0.125,0.015625,1,0.209375,0.55,0.0,0.34062500000000007,0.028740234375000003,4,4,0,0,0,1,1,0,0,0,0/4 | 1/4 | 0/4 | 1/4 | 1/4 | 0/4 | 1/4 | 0/4,0.0000 | 0.2500 | 0.0000 | 0.2500 | 0.2500 | 0.0000 | 0.2500 | 0.0000,0.0000 | 0.2500 | 0.0000 | 0.2750 | 0.5500 | 0.1000 | 0.3000 | 0.2000
deepcoder_taco_00801,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.003125,0.025,0.0,0.021875000000000002,6.8359375e-05,6,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0250 | 0.0000
deepcoder_taco_00239,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0125,0.1,0.0,0.08750000000000001,0.00109375,6,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.1000 | 0.0000
deepcoder_taco_00483,8,4,32,28,0.875,0.875,1.0,0.0,0.125,0.109375,0,0.903125,1.0,0.22499999999999998,0.09687500000000004,0.06569335937500001,0,7,7,7,7,1,1,1,1,1,4/4 | 4/4 | 4/4 | 0/4 | 4/4 | 4/4 | 4/4 | 4/4,1.0000 | 1.0000 | 1.0000 | 0.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000,1.0000 | 1.0000 | 1.0000 | 0.2250 | 1.0000 | 1.0000 | 1.0000 | 1.0000
deepcoder_taco_00605,8,4,32,6,0.1875,0.1875,0.75,0.0,0.5625,0.07421875,7,0.1875,0.75,0.0,0.5625,0.07421875,7,3,2,1,0,1,1,1,1,0,1/4 | 0/4 | 2/4 | 0/4 | 0/4 | 0/4 | 0/4 | 3/4,0.2500 | 0.0000 | 0.5000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.7500,0.2500 | 0.0000 | 0.5000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.7500
deepcoder_taco_00040,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000
deepcoder_taco_01069,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.15,0.275,0.025,0.12500000000000003,0.005781250000000001,3,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.1500 | 0.1500 | 0.0250 | 0.2750 | 0.2000 | 0.0500 | 0.1500 | 0.2000
deepcoder_taco_00451,8,4,32,5,0.15625,0.15625,0.75,0.0,0.59375,0.0615234375,6,0.15625,0.75,0.0,0.59375,0.0615234375,6,3,1,1,0,1,1,1,1,0,0/4 | 1/4 | 0/4 | 0/4 | 0/4 | 1/4 | 3/4 | 0/4,0.0000 | 0.2500 | 0.0000 | 0.0000 | 0.0000 | 0.2500 | 0.7500 | 0.0000,0.0000 | 0.2500 | 0.0000 | 0.0000 | 0.0000 | 0.2500 | 0.7500 | 0.0000
deepcoder_taco_00691,8,4,32,2,0.0625,0.0625,0.5,0.0,0.4375,0.02734375,2,0.4875,0.75,0.2,0.2625,0.05359375,0,1,1,0,0,1,1,1,0,0,0/4 | 0/4 | 2/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.5000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.7500 | 0.3500 | 0.6500 | 0.2000 | 0.3000 | 0.7500 | 0.2000 | 0.7000
deepcoder_taco_00339,8,4,32,32,1.0,1.0,1.0,1.0,0.0,0.0,0,1.0,1.0,1.0,0.0,0.0,0,8,8,8,8,1,1,1,1,1,4/4 | 4/4 | 4/4 | 4/4 | 4/4 | 4/4 | 4/4 | 4/4,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000,1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000 | 1.0000
deepcoder_taco_00973,8,4,32,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.146875,0.325,0.0,0.178125,0.010537109375000001,2,0,0,0,0,0,0,0,0,0,0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4 | 0/4,0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000 | 0.0000,0.0500 | 0.0500 | 0.3250 | 0.2250 | 0.1500 | 0.1500 | 0.0000 | 0.2250
